wp_id,old_url,new_permalink,output_file
1018,https://gdfm.me/2014/01/11/my-first-cube/,/blog/2014/01/my-first-cube/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-01-11-my-first-cube.md
1106,https://gdfm.me/2014/02/18/quote-of-the-day-silence/,/blog/2014/02/quote-of-the-day-silence/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-02-18-quote-of-the-day-silence.md
1115,https://gdfm.me/2014/03/14/industrial-research/,/blog/2014/03/industrial-research/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-03-14-industrial-research.md
1126,https://gdfm.me/2014/04/30/quote-of-the-day-7/,/blog/2014/04/quote-of-the-day-7/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-04-30-quote-of-the-day-7.md
1135,https://gdfm.me/2014/05/30/taga-obstacles-to-innovation/,/blog/2014/05/taga-obstacles-to-innovation/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-05-30-taga-obstacles-to-innovation.md
1147,https://gdfm.me/2014/06/28/why-are-we-humans-intelligent-because-we-cook/,/blog/2014/06/why-are-we-humans-intelligent-because-we-cook/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-06-28-why-are-we-humans-intelligent-because-we-cook.md
1150,https://gdfm.me/2014/06/29/in-defense-of-facebook-citation-needed/,/blog/2014/06/in-defense-of-facebook-citation-needed/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-06-29-in-defense-of-facebook-citation-needed.md
1152,https://gdfm.me/2014/07/01/quote-of-the-day-8/,/blog/2014/07/quote-of-the-day-8/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-07-01-quote-of-the-day-8.md
1161,https://gdfm.me/2014/07/20/the-secret-of-effective-motivation-nytimes-com/,/blog/2014/07/the-secret-of-effective-motivation-nytimes-com/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-07-20-the-secret-of-effective-motivation-nytimes-com.md
1164,https://gdfm.me/2014/07/20/data-science-or-data-engineering/,/blog/2014/07/data-science-or-data-engineering/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-07-20-data-science-or-data-engineering.md
1173,https://gdfm.me/2014/08/18/quote-of-the-day-9/,/blog/2014/08/quote-of-the-day-9/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-08-18-quote-of-the-day-9.md
1180,https://gdfm.me/2014/09/14/quote-of-the-day-10/,/blog/2014/09/quote-of-the-day-10/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-09-14-quote-of-the-day-10.md
1209,https://gdfm.me/2014/11/24/out-the-window/,/blog/2014/11/out-the-window/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-11-24-out-the-window.md
905,https://gdfm.me/2014/12/26/big-data-the-term/,/blog/2014/12/big-data-the-term/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2014-12-26-big-data-the-term.md
1223,https://gdfm.me/2015/01/05/2014-in-review/,/blog/2015/01/2014-in-review/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-01-05-2014-in-review.md
1250,https://gdfm.me/2015/03/31/finnish-efficiency/,/blog/2015/03/finnish-efficiency/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-03-31-finnish-efficiency.md
1255,https://gdfm.me/2015/04/09/quote-of-the-day-11/,/blog/2015/04/quote-of-the-day-11/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-04-09-quote-of-the-day-11.md
1291,https://gdfm.me/2015/09/08/the-origin-of-the-mac-til/,/blog/2015/09/the-origin-of-the-mac-til/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-09-08-the-origin-of-the-mac-til.md
1300,https://gdfm.me/2015/10/12/scalable-facility-location-for-massive-graphs-on-pregel-like-systems-northern-bytes/,/blog/2015/10/scalable-facility-location-for-massive-graphs-on-pregel-like-systems-northern-bytes/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-10-12-scalable-facility-location-for-massive-graphs-on-pregel-like-systems-northern-bytes.md
1313,https://gdfm.me/2015/11/01/structured-procrastination-do-less-deceive-yourself/,/blog/2015/11/structured-procrastination-do-less-deceive-yourself/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-11-01-structured-procrastination-do-less-deceive-yourself.md
1324,https://gdfm.me/2015/11/17/jupyter-keyboard-shortcuts-sowing-seasons/,/blog/2015/11/jupyter-keyboard-shortcuts-sowing-seasons/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-11-17-jupyter-keyboard-shortcuts-sowing-seasons.md
1326,https://gdfm.me/2015/12/06/matplotlib-scipy-numpy-and-pandas-coming-together-in-perfect-harmony/,/blog/2015/12/matplotlib-scipy-numpy-and-pandas-coming-together-in-perfect-harmony/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-12-06-matplotlib-scipy-numpy-and-pandas-coming-together-in-perfect-harmony.md
1346,https://gdfm.me/2015/12/31/2015-in-review/,/blog/2015/12/2015-in-review/,/mnt/data/kenkyuu_jekyll_blog_clean_frontmatter/_posts/2015-12-31-2015-in-review.md
